Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+09:00,19945.6796875,21021.630859375,19945.6796875,20812.740234375,0,0.0,0.0
1996-02-01 00:00:00+09:00,20806.359375,21156.76953125,19878.91015625,20125.369140625,0,0.0,0.0
1996-03-01 00:00:00+09:00,20093.779296875,21486.330078125,19627.5703125,21406.849609375,0,0.0,0.0
1996-04-01 00:00:00+09:00,21451.0703125,22347.869140625,21349.6796875,22041.30078125,0,0.0,0.0
1996-05-01 00:00:00+09:00,22030.75,22311.2890625,21170.720703125,21956.189453125,0,0.0,0.0
1996-06-01 00:00:00+09:00,21970.560546875,22750.69921875,21588.51953125,22530.75,0,0.0,0.0
1996-07-01 00:00:00+09:00,22568.4296875,22600.080078125,20627.609375,20692.830078125,0,0.0,0.0
1996-08-01 00:00:00+09:00,20665.189453125,21398.009765625,20092.240234375,20166.900390625,0,0.0,0.0
1996-09-01 00:00:00+09:00,20186.599609375,21603.91015625,19920.01953125,21556.400390625,0,0.0,0.0
1996-10-01 00:00:00+09:00,21532.5390625,21788.580078125,20449.990234375,20466.859375,0,0.0,0.0
1996-11-01 00:00:00+09:00,20498.0,21460.5703125,20388.099609375,21020.359375,0,0.0,0.0
1996-12-01 00:00:00+09:00,21034.939453125,21067.6796875,18819.919921875,19361.349609375,0,0.0,0.0
1997-01-01 00:00:00+09:00,19364.240234375,19500.900390625,17019.560546875,18330.009765625,0,0.0,0.0
1997-02-01 00:00:00+09:00,18307.94921875,19229.490234375,17792.470703125,18557.0,0,0.0,0.0
1997-03-01 00:00:00+09:00,18517.169921875,18750.25,17616.7890625,18003.400390625,0,0.0,0.0
1997-04-01 00:00:00+09:00,17934.7890625,19194.8203125,17447.640625,19151.119140625,0,0.0,0.0
1997-05-01 00:00:00+09:00,19232.3203125,20612.259765625,19187.720703125,20068.810546875,0,0.0,0.0
1997-06-01 00:00:00+09:00,20083.509765625,20910.7890625,20040.69921875,20604.9609375,0,0.0,0.0
1997-07-01 00:00:00+09:00,20561.560546875,20698.669921875,19495.849609375,20331.4296875,0,0.0,0.0
1997-08-01 00:00:00+09:00,20344.630859375,20399.140625,17973.900390625,18229.419921875,0,0.0,0.0
1997-09-01 00:00:00+09:00,18215.220703125,18775.080078125,17563.66015625,17887.7109375,0,0.0,0.0
1997-10-01 00:00:00+09:00,17820.380859375,17936.859375,16082.3203125,16458.939453125,0,0.0,0.0
1997-11-01 00:00:00+09:00,16494.009765625,17006.08984375,14966.1298828125,16636.259765625,0,0.0,0.0
