Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00-02:00,4299.0,5171.60009765625,4299.0,5151.5,0,0.0,0.0
1996-02-01 00:00:00-02:00,5151.5,5410.89990234375,4939.60009765625,4957.7001953125,0,0.0,0.0
1996-03-01 00:00:00-03:00,5120.7998046875,5224.39990234375,4595.60009765625,4954.89990234375,0,0.0,0.0
1996-04-01 00:00:00-03:00,5022.39990234375,5175.2001953125,4831.2001953125,5164.10009765625,0,0.0,0.0
1996-05-01 00:00:00-03:00,5191.5,5764.2001953125,5097.2998046875,5728.0,0,0.0,0.0
1996-06-01 00:00:00-03:00,5725.7998046875,6278.89990234375,5397.7998046875,6043.89990234375,0,0.0,0.0
1996-07-01 00:00:00-03:00,6043.89990234375,6713.2001953125,5879.39990234375,6123.2998046875,0,0.0,0.0
1996-08-01 00:00:00-03:00,6308.2998046875,6400.7998046875,6016.0,6259.39990234375,0,0.0,0.0
1996-09-01 00:00:00-03:00,6269.10009765625,6631.5,6132.2998046875,6446.89990234375,0,0.0,0.0
1996-10-01 00:00:00-03:00,6446.89990234375,6851.5,6316.89990234375,6533.2001953125,0,0.0,0.0
1996-11-01 00:00:00-02:00,6533.2001953125,6757.7998046875,6478.89990234375,6666.10009765625,0,0.0,0.0
1996-12-01 00:00:00-02:00,6739.2998046875,7052.5,6445.10009765625,7039.89990234375,0,0.0,0.0
1997-01-01 00:00:00-02:00,7040.0,7991.7998046875,6952.5,7964.7001953125,0,0.0,0.0
1997-02-01 00:00:00-02:00,8104.10009765625,9181.099609375,7963.2998046875,8828.7001953125,0,0.0,0.0
1997-03-01 00:00:00-03:00,8982.0,9568.0,8707.0,9044.0,0,0.0,0.0
1997-04-01 00:00:00-03:00,9140.0,10000.0,8982.0,9982.0,0,0.0,0.0
1997-05-01 00:00:00-03:00,10116.0,11458.0,9982.0,11345.0,0,0.0,0.0
1997-06-01 00:00:00-03:00,11398.0,13223.0,10988.0,12568.0,0,0.0,0.0
1997-07-01 00:00:00-03:00,13013.0,14005.0,10765.0,12872.0,0,0.0,0.0
1997-08-01 00:00:00-03:00,12846.0,12846.0,10518.0,10609.0,0,0.0,0.0
1997-09-01 00:00:00-03:00,10643.0,12020.0,9921.0,11797.0,0,0.0,0.0
1997-10-01 00:00:00-03:00,11799.0,13037.0,8456.0,8986.0,0,0.0,0.0
1997-11-01 00:00:00-02:00,8986.0,10334.0,7522.0,9395.0,0,0.0,0.0
1997-12-01 00:00:00-02:00,9396.0,10212.0,8853.0,10197.0,0,0.0,0.0
1998-01-01 00:00:00-02:00,10197.0,10655.0,8441.0,9720.0,0,0.0,0.0
1998-02-01 00:00:00-02:00,9716.0,10626.0,9716.0,10571.0,0,0.0,0.0
1998-03-01 00:00:00-03:00,10572.0,12112.0,10572.0,11947.0,0,0.0,0.0
1998-04-01 00:00:00-03:00,11950.0,12339.0,11051.0,11677.0,0,0.0,0.0
1998-05-01 00:00:00-03:00,11719.0,11789.0,8971.0,9847.0,0,0.0,0.0
1998-06-01 00:00:00-03:00,9750.0,10563.0,9062.0,9678.0,0,0.0,0.0
1998-07-01 00:00:00-03:00,9678.0,11156.0,9678.0,10707.0,0,0.0,0.0
1998-08-01 00:00:00-03:00,10705.0,10705.0,6454.0,6472.0,0,0.0,0.0
1998-09-01 00:00:00-03:00,6472.0,7453.0,4576.0,6593.0,0,0.0,0.0
1998-10-01 00:00:00-03:00,6593.0,7630.0,5878.0,7047.0,0,0.0,0.0
1998-11-01 00:00:00-02:00,7047.0,9128.0,7047.0,8631.0,0,0.0,0.0
1998-12-01 00:00:00-02:00,8631.0,8738.0,6378.0,6784.0,0,0.0,0.0
1999-01-01 00:00:00-02:00,6787.0,8540.0,4797.0,8172.0,0,0.0,0.0
1999-02-01 00:00:00-02:00,8187.0,9267.0,8160.0,8911.0,0,0.0,0.0
1999-03-01 00:00:00-03:00,8912.0,11101.0,8912.0,10696.0,0,0.0,0.0
1999-04-01 00:00:00-03:00,10697.0,11827.0,10676.0,11351.0,0,0.0,0.0
1999-05-01 00:00:00-03:00,11351.0,12589.0,10563.0,11090.0,0,0.0,0.0
1999-06-01 00:00:00-03:00,11090.0,12118.0,10666.0,11627.0,0,0.0,0.0
1999-07-01 00:00:00-03:00,11634.0,11996.0,10345.0,10442.0,0,0.0,0.0
1999-08-01 00:00:00-03:00,10441.0,10726.0,9579.0,10565.0,0,0.0,0.0
1999-09-01 00:00:00-03:00,10583.0,11735.0,10583.0,11106.0,0,0.0,0.0
1999-10-01 00:00:00-03:00,11105.0,11826.0,10796.0,11700.0,0,0.0,0.0
1999-11-01 00:00:00-02:00,11701.0,14054.0,11685.0,13779.0,0,0.0,0.0
1999-12-01 00:00:00-02:00,13784.0,17105.0,13556.0,17092.0,0,0.0,0.0
2000-01-01 00:00:00-02:00,17098.0,18099.0,15350.0,16388.0,0,0.0,0.0
2000-02-01 00:00:00-02:00,16389.0,18886.0,16389.0,17660.0,0,0.0,0.0
2000-03-01 00:00:00-03:00,17668.0,19047.0,16922.0,17820.0,0,0.0,0.0
2000-04-01 00:00:00-03:00,17826.0,17826.0,14029.0,15538.0,0,0.0,0.0
2000-05-01 00:00:00-03:00,15596.0,15944.0,13556.0,14957.0,0,0.0,0.0
2000-06-01 00:00:00-03:00,14967.0,17396.0,14967.0,16728.0,0,0.0,0.0
2000-07-01 00:00:00-03:00,16747.0,17795.0,16390.0,16455.0,0,0.0,0.0
2000-08-01 00:00:00-03:00,16475.0,17926.0,16073.0,17347.0,0,0.0,0.0
2000-09-01 00:00:00-03:00,17360.0,17716.0,15657.0,15928.0,0,0.0,0.0
2000-10-01 00:00:00-03:00,15950.0,16404.0,13571.0,14867.0,0,0.0,0.0
2000-11-01 00:00:00-02:00,14858.0,15191.0,12969.0,13287.0,0,0.0,0.0
